t,H2O2,OH,HO2,H2O,O2
36.6,521339062996702.7,1.3945520335757966e-06,1525163261166.1243,2749981546165.8345,483444542868.6649
36.800000000000004,521339736076388.2,1.1135657011577008e-06,1522597997730.5308,2749981546165.8345,484117622554.14246
37.0,521340406894787.6,8.894991255895266e-07,1520039306447.3445,2749981546165.8345,484788440953.5438
37.2,521341075461481.3,7.108234516049031e-07,1517487162907.9458,2749981546165.8345,485457007647.2042
37.400000000000006,521341741785999.0,5.683604129999222e-07,1514941542824.2974,2749981546165.8345,486123332164.90674
37.6,521342405877833.4,4.5401438407001786e-07,1512402421997.1235,2749981546165.8345,486787423999.2295
37.800000000000004,521343067746376.7,3.6321724840147134e-07,1509869776466.188,2749981546165.8345,487449292542.5829
38.0,521343727401041.5,2.903584832220153e-07,1507343582223.5176,2749981546165.8345,488108947207.39667
38.2,521344384851136.4,2.3224279864895017e-07,1504823815508.93,2749981546165.8345,488766397302.2982
38.400000000000006,521345040105948.5,1.859274243751975e-07,1502310452613.4946,2749981546165.8345,489421652114.4544
38.6,521345693174728.2,1.489583911292002e-07,1499803469916.7778,2749981546165.8345,490074720893.98596
38.800000000000004,521346344066629.9,1.1947619306454393e-07,1497302844025.7366,2749981546165.8345,490725612795.84503
39.0,521346992790828.8,9.553389143172489e-08,1494808551500.4875,2749981546165.8345,491374336994.5907
39.2,521347639356390.6,7.618204434116064e-08,1492320569159.8857,2749981546165.8345,492020902556.5375
39.400000000000006,521348283772359.9,6.066737375404155e-08,1489838873875.8972,2749981546165.8345,492665318525.7793
39.6,521348926047749.7,4.818627755408717e-08,1487363442594.1304,2749981546165.8345,493307593915.63605
39.800000000000004,521349566191474.6,3.831285066350599e-08,1484894252496.8464,2749981546165.8345,493947737640.4745
40.0,521350204212472.8,3.0490159881511455e-08,1482431280709.1062,2749981546165.8345,494585758638.58984
40.2,521350840119569.5,2.4324017505948385e-08,1479974504626.2131,2749981546165.8345,495221665735.3488
40.400000000000006,521351473921585.9,1.9427318764993122e-08,1477523901653.9292,2749981546165.8345,495855467751.74866
40.6,521352105627295.0,1.549748708251463e-08,1475079449312.555,2749981546165.8345,496487173460.9655
40.800000000000004,521352735245387.7,1.237232652857096e-08,1472641125320.1978,2749981546165.8345,497116791553.5622
41.0,521353362784572.8,9.84386852033093e-09,1470208907350.5327,2749981546165.8345,497744330738.67303
41.2,521353988253445.0,7.825875632932034e-09,1467782773351.5142,2749981546165.8345,498369799610.9491
41.400000000000006,521354611660607.1,6.221441883619389e-09,1465362701251.9634,2749981546165.8345,498993206773.03076
41.6,521355233014599.7,4.945584942742844e-09,1462948669129.1914,2749981546165.8345,499614560765.6273
41.800000000000004,521355852323897.8,3.940549994465837e-09,1460540655218.0955,2749981546165.8345,500233870063.7095
42.0,521356469596986.1,3.1400948246762352e-09,1458138637730.1428,2749981546165.8345,500851143152.0405
42.2,521357084842237.8,2.507365454263213e-09,1455742595144.698,2749981546165.8345,501466388403.6958
42.400000000000006,521357698068042.8,2.0007483129158264e-09,1453352505900.5508,2749981546165.8345,502079614208.6701
42.6,521358309282717.0,1.593579840203335e-09,1450968348614.1284,2749981546165.8345,502690828882.9525
42.800000000000004,521358918494526.8,1.2698226439175818e-09,1448590102021.5244,2749981546165.8345,503300040692.6714
43.0,521359525711738.4,1.0093999958826992e-09,1446217744858.2417,2749981546165.8345,503907257904.223
43.2,521360130942512.0,8.031451320110112e-10,1443851256114.4204,2749981546165.8345,504512488677.96985
43.400000000000006,521360734195002.2,6.406056289018349e-10,1441490614794.9016,2749981546165.8345,505115741168.1725
43.6,521361335477383.9,5.096651288679181e-10,1439135799854.9111,2749981546165.8345,505717023549.74725
43.800000000000004,521361934797657.7,4.06572402684411e-10,1436786790667.8777,2749981546165.8345,506316343823.5677
44.0,521362532163870.1,3.226513055729371e-10,1434443566498.4302,2749981546165.8345,506913710035.9203
44.2,521363127583953.5,2.500407864710407e-10,1432106106885.0522,2749981546165.8345,507509130119.3498
44.400000000000006,521363721065877.9,1.8281120666705398e-10,1429774391276.0117,2749981546165.8345,508102612043.76306
44.60000000000001,521364312617581.2,1.170291045508006e-10,1427448399196.2627,2749981546165.8345,508694163747.13055
44.8,521364902246954.4,5.077145687270193e-11,1425128110284.199,2749981546165.8345,509283793120.2252
45.0,521365489961840.7,-1.5874321256213177e-11,1422813504291.653,2749981546165.8345,509871508006.6227
45.2,521366075770036.9,-8.081037636431757e-11,1420504561083.898,2749981546165.8345,510457316202.70166
45.400000000000006,521366659679291.8,-1.399284166193783e-10,1418201260639.644,2749981546165.8345,511041225457.64404
45.60000000000001,521367241697307.5,-1.87109711828561e-10,1415903583051.0422,2749981546165.8345,511623243473.4338
45.8,521367821831739.1,-2.142252618671051e-10,1413611508523.6814,2749981546165.8345,512203377904.8589
46.0,521368400090219.0,-2.204070098725165e-10,1411325017316.9583,2749981546165.8345,512781636384.8504
46.2,521368976480406.8,-2.2967019373949693e-10,1409044089630.7373,2749981546165.8345,513358026572.64813
46.400000000000006,521369551009869.8,-2.476885057747536e-10,1406768705883.3584,2749981546165.8345,513932556035.6589
46.60000000000001,521370123686116.4,-2.73776502980639e-10,1404498846634.5708,2749981546165.8345,514505232282.2062
46.8,521370694516611.1,-3.0650775776654954e-10,1402234492549.3975,2749981546165.8345,515076062776.8859
47.0,521371263508774.7,-3.4371485794892154e-10,1399975624398.1357,2749981546165.8345,515645054940.5672
47.2,521371830669984.5,-3.8248940675123506e-10,1397722223056.3582,2749981546165.8345,516212216150.3909
47.400000000000006,521372396007574.0,-4.1918202280401153e-10,1395474269504.9116,2749981546165.8345,516777553739.7707
47.60000000000001,521372959528832.6,-4.4940234014481373e-10,1393231744829.9165,2749981546165.8345,517341074998.39294
47.8,521373521241006.4,-4.680190082182479e-10,1390994630222.7695,2749981546165.8345,517902787172.2165
48.0,521374081151328.8,-4.722701908344411e-10,1388762906905.893,2749981546165.8345,518462697494.755
48.2,521374639267139.8,-4.73559033997014e-10,1386536555851.1807,2749981546165.8345,519020813305.7052
48.400000000000006,521375195595671.1,-4.761727794926598e-10,1384315558287.97,2749981546165.8345,519577141836.9232
48.60000000000001,521375750144073.4,-4.799535075750283e-10,1382099895639.2908,2749981546165.8345,520131690239.2845
48.8,521376302919460.7,-4.846593702795326e-10,1379889549417.763,2749981546165.8345,520684465626.5454
49.0,521376853928909.5,-4.899656681484891e-10,1377684501225.572,2749981546165.8345,521235475075.3534
49.2,521377403179459.4,-4.954648502311181e-10,1375484732754.4683,2749981546165.8345,521784725625.2474
49.400000000000006,521377950678112.8,-5.006665140835433e-10,1373290225785.7664,2749981546165.8345,522332224278.6577
49.60000000000001,521378496431835.0,-5.049974057687913e-10,1371100962190.3464,2749981546165.8345,522877978000.90625
49.8,521379040447554.3,-5.078014198567925e-10,1368916923928.6538,2749981546165.8345,523421993720.20636
50.0,521379582732168.1,-5.085756411145587e-10,1366738093036.2427,2749981546165.8345,523964278333.90564
50.2,521380123292585.3,-5.085804125117131e-10,1364564451525.1672,2749981546165.8345,524504838751.07324
50.400000000000006,521380662135666.9,-5.085804125117131e-10,1362395981522.331,2749981546165.8345,525043681832.7501
50.60000000000001,521381199268219.1,-5.085804125117131e-10,1360232665285.6672,2749981546165.8345,525580814384.96094
50.8,521381734697012.8,-5.085804125117131e-10,1358074485157.8918,2749981546165.8345,526116243178.6872
51.0,521382268428784.2,-5.085804125117131e-10,1355921423566.2124,2749981546165.8345,526649974949.993
51.2,521382800470234.2,-5.085804125117131e-10,1353773463022.3267,2749981546165.8345,527182016400.025
51.400000000000006,521383330828029.2,-5.085804125117131e-10,1351630586122.423,2749981546165.8345,527712374195.01337
51.60000000000001,521383859508800.4,-5.085804125117131e-10,1349492775547.1807,2749981546165.8345,528241054966.2703
51.8,521384386519144.3,-5.085804125117131e-10,1347360014061.7703,2749981546165.8345,528768065310.1917
52.0,521384911865625.6,-5.085804125117131e-10,1345232284508.4148,2749981546165.8345,529293411791.4543
52.2,521385435554816.2,-5.08580412511713e-10,1343109569715.7642,2749981546165.8345,529817100981.9935
52.400000000000006,521385957593254.4,-5.08580412511713e-10,1340991852593.889,2749981546165.8345,530339139420.1481
52.60000000000001,521386477987421.5,-5.08580412511713e-10,1338879116188.401,2749981546165.8345,530859533587.3832
52.8,521386996743765.9,-5.08580412511713e-10,1336771343625.8442,2749981546165.8345,531378289931.77783
53.0,521387513868702.7,-5.08580412511713e-10,1334668518112.4736,2749981546165.8345,531895414868.54944
53.2,521388029368614.3,-5.08580412511713e-10,1332570622934.2551,2749981546165.8345,532410914780.054
53.400000000000006,521388543249850.0,-5.08580412511713e-10,1330477641456.866,2749981546165.8345,532924796015.78564
53.60000000000001,521389055518726.6,-5.08580412511713e-10,1328389557125.695,2749981546165.8345,533437064892.37756
53.8,521389566181527.8,-5.08580412511713e-10,1326306353465.841,2749981546165.8345,533947727693.60046
54.0,521390075244506.3,-5.08580412511713e-10,1324228014078.1816,2749981546165.8345,534456790672.0535
54.2,521390582713922.1,-5.08580412511713e-10,1322154522549.032,2749981546165.8345,534964260087.9539
54.400000000000006,521391088596015.6,-5.08580412511713e-10,1320085862514.8105,2749981546165.8345,535470142181.37195
54.60000000000001,521391592896962.7,-5.08580412511713e-10,1318022017763.8792,2749981546165.8345,535974443128.499
54.8,521392095622906.9,-5.08580412511713e-10,1315962972164.187,2749981546165.8345,536477169072.7191
55.0,521392596779960.4,-5.08580412511713e-10,1313908709659.5618,2749981546165.8345,536978326126.1994
55.2,521393096374204.1,-5.08580412511713e-10,1311859214269.7126,2749981546165.8345,537477920369.891
55.400000000000006,521393594411687.8,-5.08580412511713e-10,1309814470090.228,2749981546165.8345,537975957853.52795
55.60000000000001,521394090898429.9,-5.08580412511713e-10,1307774461292.5757,2749981546165.8345,538472444595.6284
55.8,521394585840417.7,-5.08580412511713e-10,1305739172124.106,2749981546165.8345,538967386583.49365
56.0,521395079243607.4,-5.08580412511713e-10,1303708586908.0454,2749981546165.8345,539460789773.2088
56.2,521395571113923.9,-5.08580412511713e-10,1301682690043.504,2749981546165.8345,539952660089.6421
56.400000000000006,521396061457262.4,-5.08580412511713e-10,1299661466001.3699,2749981546165.8345,540443003428.20294
56.60000000000001,521396550279539.1,-5.08580412511713e-10,1297644899207.4136,2749981546165.8345,540931825704.9412
56.80000000000001,521397037586661.4,-5.08580412511713e-10,1295632974110.6567,2749981546165.8345,541419132827.2456
57.0,521397523384462.0,-5.08580412511713e-10,1293625675337.4448,2749981546165.8345,541904930627.8122
57.2,521398007678741.8,-5.08580412511713e-10,1291622987591.158,2749981546165.8345,542389224907.6258
57.400000000000006,521398490475272.8,-5.08580412511713e-10,1289624895645.874,2749981546165.8345,542872021438.6753
57.60000000000001,521398971779798.2,-5.08580412511713e-10,1287631384346.3696,2749981546165.8345,543353325963.95374
57.80000000000001,521399451598031.7,-5.08580412511713e-10,1285642438608.1206,2749981546165.8345,543833144197.4585
58.0,521399929935658.3,-5.08580412511713e-10,1283658043417.3005,2749981546165.8345,544311481824.1912
58.2,521400406798334.4,-5.08580412511713e-10,1281678183830.783,2749981546165.8345,544788344500.1569
58.400000000000006,521400882191686.6,-5.08580412511713e-10,1279702844976.139,2749981546165.8345,545263737852.36584
58.60000000000001,521401356121313.0,-5.08580412511713e-10,1277732012051.6387,2749981546165.8345,545737667478.83167
58.80000000000001,521401828592783.9,-5.08580412511713e-10,1275765670323.5596,2749981546165.8345,546210138949.723
59.0,521402299611683.0,-5.08580412511713e-10,1273803805029.3704,2749981546165.8345,546681157848.7749
59.2,521402769183589.1,-5.08580412511713e-10,1271846401420.5906,2749981546165.8345,547150729754.9546
59.400000000000006,521403237314013.5,-5.08580412511713e-10,1269893444910.66,2749981546165.8345,547618860179.2169
59.60000000000001,521403704008436.7,-5.08580412511713e-10,1267944920986.0571,2749981546165.8345,548085554602.51984
59.80000000000001,521404169272313.0,-5.08580412511713e-10,1266000815199.4434,2749981546165.8345,548550818478.7572
60.0,519802239835816.4,2512484451756.7183,1444918612910.6501,3003707289171.277,585197830530.5507
60.2,519382083408703.5,2004382409397.8894,1782582862458.873,3505058558539.7646,666392672786.1306
60.4,519048681937736.6,1588778667969.5952,2037617345138.186,3915294190758.54,743226834037.8336
60.6,518785692761112.2,1253242932600.8013,2230593743654.2676,4246585286567.618,811528753222.4701
60.8,518579221232878.2,984940913001.8558,2376731164815.663,4511545286951.923,870017225372.7854
61.0,518417744628007.1,771927761644.1876,2487346400860.873,4721935573271.514,918930906821.3054
61.2,518291871661914.1,603711940270.7131,2570905086062.08,4888097950087.355,959220317544.1113
61.4,518194042636209.6,471405343473.93994,2633778149954.7783,5018799862185.264,992093203937.4587
61.6,518118226984192.7,367657202838.009,2680786824062.4756,5121295742835.022,1018773432570.3308
61.8,518059645936602.2,286488821196.70544,2715597497025.915,5201487900584.684,1040384542729.4086
62.0,518014531435556.1,223095088159.81598,2741010026175.169,5264121182411.216,1057903323509.8916
62.2,517979923394450.2,173647474400.60187,2759170038275.479,5312976757228.786,1072150857221.658
62.4,517953502933100.0,135115005688.02206,2771726546143.508,5351048486229.65,1083802124872.348
62.6,517933457298345.6,105109537442.1691,2779949884036.609,5380695494163.694,1093403498051.9707
62.8,517918371628513.2,81756120380.95203,2784820538081.1895,5403770075739.92,1101392409795.7102
63.0,517907142922271.2,63586661616.86957,2787096447973.8237,5421722659936.478,1108116287750.3625
63.2,517898912055009.4,49453956008.06423,2787364249105.9673,5435686691736.864,1113849452288.9473
63.4,517893010289658.5,38462904662.37804,2786078445693.963,5446546558038.129,1118807553239.2893
63.6,517888917329818.6,29915902400.146656,2783591456353.046,5454991528978.47,1123159564339.7673
63.8,517886228504923.1,23269719258.30101,2780176722530.667,5461558351200.548,1127037561666.3152
64.0,517884629146222.5,18101597989.873905,2776046520014.264,5466664740125.675,1130544591890.8433
64.2,517883874606519.0,14082682204.169174,2771365710723.952,5470635631886.588,1133760943948.2046
64.4,517883774695474.8,10957238386.7543,2766262376868.044,5473723712050.972,1136749113068.3494
64.6,517884181564385.7,8526437521.224902,2760836053044.728,5476125439964.226,1139557709892.4148
64.8,517884980281206.0,6635712531.293654,2755164104772.483,5477993540346.817,1142224527095.3738
65.0,517886081501146.3,5164912666.3760805,2749306674757.333,5479446731506.064,1144778938194.9192
65.2,517887415768667.0,4020641897.697511,2743310520753.697,5480577295664.947,1147243769874.544
65.4,517888929088336.7,3130299757.7170205,2737211995106.0444,5481456967170.723,1149636761050.06
65.6,517890579482520.6,2437448288.2164874,2731039358824.854,5482141510401.761,1151971698464.8774
65.8,517892334316024.7,1898210751.22431,2724814579591.4365,5482674278197.092,1154259299764.2468
66.0,517894168216963.8,1478472982.4886043,2718554729137.102,5483088977194.436,1156507899700.763
66.2,517896061460760.5,1151708479.8087556,2712273069686.911,5483411816852.596,1158723983155.7317
66.4,517897998714198.4,897288493.0013288,2705979898759.746,5483663179240.286,1160912598981.2952
66.6,517899968059137.6,699168833.0045507,2699683206284.5327,5483858916586.117,1163077681266.283
66.8,517901960233590.9,544869439.4884797,2693389185807.8213,5484011359552.283,1165222298685.7878
67.0,517903968041692.2,424681375.562877,2687102632276.353,5484130100786.932,1167348848021.734
67.2,517905985894918.5,331050512.64505017,2680827251617.132,5484222603889.154,1169459204350.2864
67.4,517908009455329.8,258098496.76506177,2674565901711.145,5484294676726.959,1171554837599.3755
67.6,517910035358103.6,201250375.72083256,2668320779996.35,5484350839364.771,1173636903011.0876
67.8,517912060995713.2,156945104.69520634,2662093569543.3438,5484394610100.042,1175706311355.8828
68.0,517914084350030.1,122410456.93025176,2655885552813.1396,5484428727862.633,1177763783435.4475
68.2,517916103861694.4,95487988.62347183,2649697700260.056,5484455325157.009,1179809892394.1294
68.4,517918118328463.9,74496909.35599904,2643530739351.931,5484476062563.196,1181845096569.7368
68.6,517920126826104.3,58128196.20263268,2637385208343.1323,5484492233355.189,1183869765002.2295
68.8,517922128646814.1,45362221.014865614,2631261498174.216,5484504844887.082,1185884197243.9116
69.0,517924123251288.8,35404660.662622966,2625159885124.1523,5484514681914.796,1187888638746.3076
69.2,517926110231400.7,27636625.365879346,2619080556259.1665,5484522355869.766,1189883292813.148
69.4,517928089281138.0,21575845.39368824,2613023629269.704,5484528343206.581,1191868329887.263
69.6,517930060173973.0,16846459.846613213,2606989167934.741,5484533015251.562,1193843894767.2378
69.8,517932022745234.4,13155497.759832444,2600977194178.553,5484536661439.17,1195810112216.2979
70.0,517933976878376.2,10274566.496377908,2594987697471.626,5484539507403.561,1197767091322.4019
70.2,517935922494279.1,8025592.462083569,2589020642161.3706,5484541729066.411,1199714928888.2598
70.4,517937859542916.4,6269715.814665003,2583075973188.871,5484543463608.604,1201653712067.6602
70.6,517939787996857.1,4898640.328740419,2577153620547.208,5484544818016.236,1203583520416.1418
70.8,517941707846205.5,3827894.689304009,2571253502758.4497,5484545875738.172,1205504427486.531
71.0,517943619094654.8,2991582.103240401,2565375529585.2856,5484546701873.14,1207416502070.7036
71.2,517945521756411.8,2338288.9502386143,2559519604145.665,5484547347211.771,1209319809166.3364
71.4,517947415853800.4,1827896.170773448,2553685624561.716,5484547851386.7295,1211214410729.8372
71.6,517949301415392.2,1429093.860899474,2547873485245.306,5484548245328.12,1213100366262.9934
71.8,517951178474549.9,1117443.722721105,2542083077900.073,5484548553177.64,1214977733270.3123
72.0,517953047068292.1,873868.3998132864,2536314292302.185,5484548793780.982,1216846567615.7593
72.2,517954907236406.9,683473.4853051084,2530567016908.419,5484548981851.595,1218706923801.2437
72.4,517956759020763.2,534628.8160253864,2524841139329.435,5484549128878.26,1220558855184.2024
72.6,517958602464772.0,418251.88437864947,2519136546697.83,5484549243833.021,1222402414147.7942
72.8,517960437612968.0,327248.82589473866,2513453125954.041,5484549333723.417,1224237652234.201
73.0,517962264510683.0,256078.2734324118,2507790764068.1104,5484549404023.349,1226064620249.207
73.2,517964083203792.3,200411.02662661584,2502149348211.3735,5484549459009.275,1227883368344.4075
73.4,517965893738516.6,156864.45181997702,2496528765889.042,5484549502022.607,1229693946081.999
73.6,517967696161268.7,122795.17542162936,2490928905042.2603,5484549535674.482,1231496402485.9944
73.8,517969490518534.4,96137.25504590207,2485349654126.3135,5484549562005.637,1233290786082.856
74.0,517971276856779.8,75275.83488047568,2479790902170.2295,5484549582611.216,1235077144933.8828
74.2,517973055222380.0,58948.49168734772,2474252538821.8496,5484549598738.22,1236855526661.1655
74.4,517974825661564.0,46168.19247225311,2468734454381.5483,5484549611361.626,1238625978468.5203
74.6,517976588220371.7,36163.12151727595,2463236539827.12,5484549621243.81,1240388547158.5063
74.8,517978342944622.5,28329.676880606414,2457758686831.74,5484549628980.994,1242143279146.377
75.0,517980089879889.2,22195.749317928825,2452300787776.5645,5484549635039.508,1243890220471.6453
75.2,517981829071480.7,17392.030568926762,2446862735759.122,5484549639784.139,1245629416807.7688
75.4,517983560564427.1,13629.592394856696,2441444424598.4443,5484549643500.273,1247360913470.3696
75.6,517985284403470.2,10682.363607194435,2436045748837.663,5484549646411.214,1249084755424.307
75.8,517987000633055.2,8373.433341501432,2430666603744.627,5484549648691.701,1250800987289.8364
76.0,517988709297326.6,6564.343731434109,2425306885310.9995,5484549650478.494,1252509653348.0647
76.2,517990410440124.2,5146.718450368202,2419966490250.174,5484549651878.641,1254210797545.837
76.4,517992104104981.3,4035.716711000571,2414645315994.2734,5484549652975.937,1255904463500.178
76.6,517993790335123.5,3164.914024306464,2409343260690.4644,5484549653835.99,1257590694502.3813
76.8,517995469173468.7,2482.2982386577683,2404060223196.729,5484549654510.178,1259269533521.814
77.0,517997140662627.8,1947.137488248964,2398796103077.239,5484549655038.728,1260941023209.4917
77.2,517998804844905.4,1527.529877416213,2393550800597.4297,5484549655453.149,1262605205901.4717
77.4,518000461762301.1,1198.4862743068013,2388324216718.847,5484549655778.123,1264262123622.0972
77.6,518002111456511.2,940.4300388876343,2383116253093.8384,5484549656032.986,1265911818087.114
77.8,518003753968930.8,738.0228697369678,2377926812060.1304,5484549656232.889,1267554330706.687
78.0,518005389340655.7,579.2457671037663,2372755796635.329,5484549656389.7,1269189702588.3323
78.2,518007017612484.1,454.6795938228562,2367603110511.3765,5484549656512.723,1270817974539.769
78.4,518008638824919.6,356.94181549260054,2362468658048.986,5484549656609.249,1272439187071.7175
78.6,518010253018172.7,280.24546221554493,2357352344272.0645,5484549656684.994,1274053380400.6333
78.8,518011860232164.1,220.05374932030017,2352254074862.155,5484549656744.438,1275660594451.3977
79.0,518013460506525.8,172.80957650743548,2347173756152.8843,5484549656791.097,1277260868859.9614
79.2,518015053880605.3,135.7236459416183,2342111295124.4517,5484549656827.723,1278854242975.9473
79.4,518016640393465.8,106.60847643456387,2337066599398.1387,5484549656856.476,1280440755865.2202
79.6,518018220083890.4,83.74835660412468,2332039577230.8604,5484549656879.053,1282020446312.4175
79.8,518019792990383.8,65.7974433814847,2327030137509.766,5484549656896.78,1283593352823.4504
80.0,518021359151174.4,51.699904988702315,2322038189746.8696,5484549656910.702,1285159513627.9722
80.2,518022918604217.2,40.62733209193726,2317063644073.738,5484549656921.638,1286718966681.8193
80.4,518024471387196.3,31.929677345607473,2312106411236.2227,5484549656930.226,1288271749669.4233
80.6,518026017537526.3,25.0967946403558,2307166402589.238,5484549656936.975,1289817900006.1929
80.8,518027557092355.6,19.728284423022682,2302243530091.589,5484549656942.275,1291357454840.876
81.0,518029090088568.4,15.509848535462833,2297337706300.8525,5484549656946.441,1292890451057.888
81.2,518030616562786.9,12.194747215282217,2292448844368.3022,5484549656949.716,1294416925279.62
81.4,518032136551373.5,9.58925560811798,2287576858033.887,5484549656952.288,1295936913868.7222
81.6,518033650090433.1,7.541255830294247,2282721661621.2563,5484549656954.311,1297450452930.36
81.8,518035157215815.5,5.931287537199575,2277883170032.836,5484549656955.9,1298957578314.4495
82.0,518036657963117.6,4.665526365642552,2273061298744.955,5484549656957.15,1300458325617.8672
82.2,518038152367685.5,3.67027431459004,2268255963803.0117,5484549656958.132,1301952730186.6382
82.4,518039640464616.2,2.8876360119782527,2263467081816.703,5484549656958.905,1303440827118.1033
82.6,518041122288760.5,2.272125235535871,2258694569955.2856,5484549656959.514,1304922651263.0579
82.8,518042597874724.8,1.7880012402019934,2253938345942.8955,5484549656959.99,1306398237227.8752
83.0,518044067256873.1,1.407177705485301,2249198328053.9077,5484549656960.367,1307867619376.605
83.2,518045530469329.3,1.107581008308572,2244474435108.3486,5484549656960.662,1309330831833.0513
83.4,518046987545978.9,0.8718611463762574,2239766586467.3447,5484549656960.8955,1310787908482.8264
83.6,518048438520471.2,0.6863794368258747,2235074702028.626,5484549656961.078,1312238882975.3892
83.8,518049883426221.7,0.5404134722821645,2230398702222.068,5484549656961.222,1313683788726.057
